63,2024-07-11 17:10:49.720904
62,2024-07-11 17:15:46.045197
67,2024-07-11 18:20:40.275434
63,2024-07-11 17:10:49.720904
62,2024-07-11 17:15:46.045197
67,2024-07-11 18:20:40.275434
63,2024-07-11 17:10:49.720904
62,2024-07-11 17:15:46.045197
67,2024-07-11 18:20:40.275434
63,2024-07-11 17:10:49.720904
62,2024-07-11 17:15:46.045197
67,2024-07-11 18:20:40.275434
63,2024-07-11 17:10:49.720904
62,2024-07-11 17:15:46.045197
67,2024-07-11 18:20:40.275434
63,2024-07-11 17:10:49.720904
62,2024-07-11 17:15:46.045197
67,2024-07-11 18:20:40.275434
63,2024-07-11 17:10:49.720904
62,2024-07-11 17:15:46.045197
67,2024-07-11 18:20:40.275434
63,2024-07-11 17:10:49.720904
62,2024-07-11 17:15:46.045197
67,2024-07-11 18:20:40.275434
63,2024-07-11 17:10:49.720904
62,2024-07-11 17:15:46.045197
67,2024-07-11 18:20:40.275434
